id,classification,name,kj,protein,fat,carbs
F007383,24101,"Potato, sebago, peeled, baked, no added fat",460,3.8,0.2,20.8
F007384,24103,"Potato, sebago, peeled, boiled, drained",304,2.5,0.4,13.1
F007269,24102,"Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted","1,322",4.8,16.4,35.7
F007279,24102,"Potato, fries, independent takeaway outlet, deep fried, blended oil, salted","1,361",4.8,17.4,35.7
F007535,24701,"Pumpkin, butternut, peeled, fresh, raw",189,2.1,0.6,6.9
F007533,24701,"Pumpkin, butternut, peeled, fresh, baked, no added fat",222,2.5,0.7,8.1
F007534,24701,"Pumpkin, butternut, peeled, fresh, boiled, drained",197,2.2,0.6,7.2
F007540,24701,"Pumpkin, golden nugget, peeled, fresh, raw",124,2.2,0.3,4
F007538,24701,"Pumpkin, golden nugget, peeled, fresh, baked, no added fat",146,2.6,0.4,4.7
F007539,24701,"Pumpkin, golden nugget, peeled, fresh, boiled, drained",129,2.3,0.3,4.2
F007545,24701,"Pumpkin, jarrahdale, peeled, fresh, raw",112,0.7,0.1,5.2
F007543,24701,"Pumpkin, jarrahdale, peeled, fresh, baked, no added fat",132,0.8,0.1,6.1
F007544,24701,"Pumpkin, jarrahdale, peeled, fresh, boiled, drained",116,0.7,0.1,5.4
F007555,24701,"Pumpkin, peeled, fresh, raw",144,1.2,0,6.7
F007553,24701,"Pumpkin, peeled, fresh, baked, no added fat",170,1.5,0,7.9
F007554,24701,"Pumpkin, peeled, fresh, boiled, drained",150,1.3,0,7
F007559,24701,"Pumpkin, Queensland blue, peeled, fresh, raw",208,2,0.3,8.4
F007557,24701,"Pumpkin, Queensland blue, peeled, fresh, baked, no added fat",244,2.4,0.4,9.9
F007558,24701,"Pumpkin, Queensland blue, peeled, fresh, boiled, drained",216,2.1,0.3,8.8
F007606,24302,"Radish, red skinned, unpeeled, raw",62,0.8,0.2,1.9
F007608,24302,"Radish, white skinned, peeled, raw",86,0.7,0.3,2.9
F007712,24401,"Rocket, fresh, raw",91,3.3,0.3,0.3
F007716,24403,"Rosemary, fresh, raw",396,3.3,5.9,0.6
F008204,24404,"Seaweed, nori, dried","1,266",46.7,4.3,2.3
F008203,24404,"Seaweed, boiled, drained",228,8.4,0.8,0.4
F008227,24802,"Shallot, peeled, fresh, raw",107,1.5,0.1,3.1
F008226,24802,"Shallot, peeled, fresh, fried, no added fat",172,2.4,0.2,5
F008267,24401,"Silverbeet, fresh, raw",66,1.5,0.2,1
F008266,24401,"Silverbeet, fresh, boiled, drained",77,1.8,0.2,1.2
F008373,24501,"Snow pea, fresh, raw",157,3,0.2,4.7
F008372,24501,"Snow pea, fresh, fried, no added fat",196,3.8,0.2,5.9
F008371,24501,"Snow pea, fresh, boiled, drained",169,3.2,0.2,5
F008749,24401,"Spinach, baby, fresh, raw",68,2.8,0,0
F008761,24401,"Spinach, Mature English, fresh, raw",82,2.4,0.3,0.6
F008760,24401,"Spinach, Mature English, fresh, boiled, drained",97,2.8,0.4,0.7
F008763,24401,"Spinach, water, fresh, raw",110,2.9,0.5,1
F008803,24503,"Sprout, alfalfa, fresh, raw",91,3.2,0.3,0.5
F008806,24503,"Sprout, bean, fresh, raw",94,3.1,0.1,1.6
F008811,24702,"Squash, button, fresh, raw",110,2.7,0.2,3.2
F008810,24702,"Squash, button, fresh, boiled, drained",130,3.2,0.2,3.8
F008813,24702,"Squash, scallopini, fresh, raw",84,2.2,0.2,2.1
F008812,24702,"Squash, scallopini, fresh, boiled, drained",100,2.6,0.2,2.5
F009021,24302,"Swede, peeled, fresh, raw",93,0.9,0,3.7
F009020,24302,"Swede, peeled, fresh, boiled, drained",100,1,0,4
F009035,24302,"Sweet potato, orange flesh, peeled, fresh, raw",293,1.9,0.1,14.1
F009033,24302,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat",357,2.3,0.1,17.2
F009034,24302,"Sweet potato, orange flesh, peeled, fresh, boiled, drained",315,2,0.1,15.2
F009081,16804,"Tamarind, paste, pure","1,048",2.8,0.6,57.4
F009094,24302,"Taro, peeled, fresh, raw",469,1.9,0.2,23.4
F009093,24302,"Taro, peeled, fresh, boiled, drained",504,2,0.2,25.2
F009340,24302,"Turnip, white, peeled, fresh, raw",94,1.3,0,3.4
F009339,24302,"Turnip, white, peeled, fresh, boiled, no added fat",101,1.4,0,3.6
F009604,24001,"Yam, wild harvested, cooked",448,3.2,0.3,20.9
F009190,24601,"Tomato, cherry, raw",90,0.9,0,3.5
F009193,24601,"Tomato, common, raw",73,0.6,0,3
F009211,24601,"Tomato, roma, raw",74,1,0.1,2.4
F009208,24602,"Tomato, paste, with added salt",277,3.1,0.3,10.4
F009206,24602,"Tomato, paste, no added salt",266,3.4,0.5,10.1
F009209,24602,"Tomato, puree, commercial",98,1.2,0.1,3.8
F009217,24602,"Tomato, sundried","1,101",11.2,4.6,35.2
F009222,24602,"Tomato, whole, canned in tomato juice, undrained",79,0.9,0,3
F009221,24602,"Tomato, whole, canned in tomato juice, drained",88,0.8,0.3,3
F009491,24401,"Vine leaf, grape, canned",254,4.3,2,1.8
F009514,24801,"Water chestnut, peeled, canned, drained",218,0.6,0.9,9.3
F009532,24401,"Watercress, raw",110,2.9,0.4,0.8
F009775,24702,"Zucchini, green skin, fresh, unpeeled, raw",65,0.9,0.3,1.7
F009774,24702,"Zucchini, green skin, fresh, unpeeled, fried, no added fat",92,1.3,0.4,2.4
F009773,24702,"Zucchini, green skin, fresh, unpeeled, boiled, drained",77,1.1,0.4,2
F009766,24702,"Zucchini, golden, fresh, unpeeled, raw",78,2.2,0.3,1.1
F009765,24702,"Zucchini, golden, fresh, unpeeled, fried, no added fat",111,3.1,0.4,1.6
F009764,24702,"Zucchini, golden, fresh, unpeeled, boiled, drained",93,2.6,0.4,1.3
